target,images,lat,lon,admin1,admin2
Sudan_Pipeline_UNKNOWNLOCATION,3,,,Sudan Pipeline,UNKNOWNLOCATION
Tennessee_Pipeline_UNKNOWNLOCATION,2,,,Tennessee Pipeline,UNKNOWNLOCATION
Hannover_Germany,1,52.375536,9.73217,Hannover,Germany
Houston_and_BP_Pipeline,1,29.720967,-95.065256,Houston and BP,Pipeline
Hyundai_Delamar_Dry_Lake_Nevada,1,37.318714,-114.948752,Hyundai Delamar Dry Lake,Nevada
Seibu_Komugi_Japan,1,39.3334,140.996,Seibu Komugi,Japan
Kashiwazaki_Kariwa_NPP_Japan,1,37.421309,138.595629,Kashiwazaki Kariwa NPP,Japan
Kelamayi_China,1,45.57412,84.892472,Kelamayi,China
Mexico_pump_station_UNKNOWNLOCATION,1,,,Mexico pump station,UNKNOWNLOCATION
Mina_al_Ahmadi_Kuwait,2,29.08461,48.065426,Mina al Ahmadi,Kuwait
Ooi_NPP_Japan,1,35.540625,135.652033,Ooi NPP,Japan
Porto_Marghera-Venice_Italy,1,45.462382,12.26665,Porto Marghera-Venice,Italy
Spartansburg_Factory_UNKNOWNLOCATION,1,,,Spartansburg Factory,UNKNOWNLOCATION
