target,images,lat,lon,admin1,admin2
Khor_Fakkan_UAE,53,25.353002,56.368815,Khor Fakkan,UAE
Chennai_India,50,13.03828,80.22095,Chennai,India
St_Petersburg_Russia,49,59.99148,30.304228,St Petersburg,Russia
La_Spezia_Italy,48,44.103306,9.823495,La Spezia,Italy
Haiphong_Vietnam,47,20.871558,106.712444,Haiphong,Vietnam
Bangkok_Thailand,46,13.697423,100.579843,Bangkok,Thailand
Marsaxlokk_Malta,45,35.827189,14.54393,Marsaxlokk,Malta
Barcelona_Spain,42,41.385234,2.179632,Barcelona,Spain
Yingkou_China,42,40.695831,122.25429,Yingkou,China
Colombo_Sri_Lanka,40,6.95063,79.843203,Colombo Sri,Lanka
Norfolk_VA,40,36.888434,-76.310441,Norfolk,VA
Kingston_Jamaica,39,17.987818,-76.8212,Kingston,Jamaica
Buenos_Aires_Argentina,38,-34.561466,-58.378503,Buenos Aires,Argentina
Charleston_SC,37,32.911794,-79.957492,Charleston,SC
Dubai_UAE,37,24.967792,55.049313,Dubai,UAE
Balboa_Panama,36,8.953886,-79.568479,Balboa,Panama
Calais_France,36,50.98028,1.9083,Calais,France
Iran_Bandar_Anzali,36,37.4813,49.461,Iran Bandar,Anzali
Taichung_Taiwan,36,24.298746,120.531505,Taichung,Taiwan
Mumbai_India,35,19.105774,72.862753,Mumbai,India
Ghent_Belgium,34,51.3472,3.8103,Ghent,Belgium
Jeddah_Saudi_Arabia,34,21.504974,39.157837,Jeddah Saudi,Arabia
Osaka_Japan,34,34.683845,135.436689,Osaka,Japan
Vancouver_Canada,34,49.261493,-123.116899,Vancouver,Canada
Felixstowe_England,66,51.96126,1.350327,Felixstowe,England
Kobe_Japan,33,34.705216,135.324828,Kobe,Japan
Mundra_India,33,22.744541,69.692481,Mundra,India
Nanjing_China,33,32.283072,119.131344,Nanjing,China
Karachi_Pakistan,32,24.845342,66.989209,Karachi,Pakistan
Shantou_China,32,23.357345,116.650354,Shantou,China
Suez_Canal,32,30.624327,32.320794,Suez,Canal
Incheon_Korea,31,37.451646,126.703605,Incheon,Korea
Santos_Brazil,31,-23.866572,-46.376239,Santos,Brazil
Mersin_Turkey,30,36.795973,34.645417,Mersin,Turkey
Savannah_GA,30,32.111032,-81.129171,Savannah,GA
Yantai_China,30,37.572198,121.401446,Yantai,China
Yokohama_Japan,30,35.527762,139.785657,Yokohama,Japan
Dammam_Saudi_Arabia,28,26.52888,50.208371,Dammam Saudi,Arabia
Donggang_China,28,39.86025,124.161761,Donggang,China
Southhampton_England,28,50.908367,-1.40372,Southhampton,England
Genoa_Italy,25,44.435633,8.770178,Genoa,Italy
Long_Beach_CA,25,33.761376,-118.191332,Long Beach,CA
Fuzhou_China,23,26.14722,119.5735,Fuzhou,China
Singapore_Singapore,23,1.260756,103.885993,Singapore,Singapore
Yeosu_Korea,23,34.755264,127.662258,Yeosu,Korea
Dongguan_China,22,22.867532,113.55996,Dongguan,China
Bruges_Zeebrugge_Belgium,21,51.365043,3.198201,Bruges Zeebrugge,Belgium
Zhongshan_China,21,22.579549,113.530395,Zhongshan,China
Shahid_Rajaee_Iran,20,27.15033,56.215466,Shahid Rajaee,Iran
Tianjin_China,19,39.06263,117.763064,Tianjin,China
Rizhao_China,17,35.405148,119.565508,Rizhao,China
Antwerp_Belgium,16,51.267021,4.360235,Antwerp,Belgium
Hong_Kong_China,15,22.361958,114.151884,Hong Kong,China
Lianyungang_China,15,34.781528,119.380943,Lianyungang,China
Amsterdam_Netherlands,13,52.35356,4.88988,Amsterdam,Netherlands
Shenjia_Bay_Island_China,12,30.60294,122.126502,Shenjia Bay Island,China
Le_Havre_France,11,49.498062,0.107009,Le Havre,France
Shenzhen_China,11,22.57361,114.055824,Shenzhen,China
Sestri_Levante_Italy,10,44.256764,9.428393,Sestri Levante,Italy
Beaufort_Inlet,9,34.692249,-76.670124,Beaufort,Inlet
Port_Elizabeth,8,-33.963497,25.636113,Port,Elizabeth
Taicang_China,8,31.740298,121.113785,Taicang,China
Iran_Bandar_e_Lengeh,6,26.55,54.8862,Iran Bandar e,Lengeh
Mundra_Port_India_Adani,6,22.746928,69.693746,Mundra Port India,Adani
Napoli_Italy,6,40.844463,14.279043,Napoli,Italy
Taranto_Italy,6,40.482951,17.198543,Taranto,Italy
Port_Kembla_AU,4,-34.44903,150.889772,Port Kembla,AU
Pyeongtaek_Korea,4,37.00222,126.981349,Pyeongtaek,Korea
Balhaf_LNG_Terminal,3,13.982594,48.180103,Balhaf LNG,Terminal
Beirut_Lebanon,3,33.9051063,35.5347385,Beirut,Lebanon
Busan_Korea,3,35.154044,129.052573,Busan,Korea
Port_Matilda_PA,3,40.798296,-78.057088,Port Matilda,PA
Ports_of_Grimsby_Immingham_and_Killingholme_U_K,3,53.677745,-0.264966,Ports of Grimsby Immingham and Killingholme U,K
Dawei_Myanmar,2,14.084408,98.014634,Dawei,Myanmar
Visakhapatnam_India,2,17.675255,83.222346,Visakhapatnam,India
Gloucester_Point,2,42.61057,-70.6551,Gloucester,Point
Ulsan_Korea,2,35.544941,129.256343,Ulsan,Korea
Port_Mathurin,1,-19.6833,63.4166985,Port,Mathurin
Tromso_Norway,1,69.64882,18.957479,Tromso,Norway
